comparison,session_id,query_id,gold_page_id,gold_source_turn_id,before_rank,after_rank,rank_improvement,before_score,after_score,score_difference,before_config,after_config,small_token_count,small_over_512,m3_token_count,m3_over_512,top5_promoted,top5_demoted
BGE-M3 1024 vs BGE-small 512,S004,S004-Q022,1e8809d9-9426-51b9-9e17-039093174440,S004-Q018,4,5,-1,0.7066170573234558,0.73273766040802,0.02612060308456421,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,509,False,383,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q026,7567fc91-4210-59bc-ac74-0cc3060edc83,S004-Q014,18,20,-2,0.7261838316917419,0.7236169576644897,-0.0025668740272521973,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,446,False,332,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q026,fadb48cb-a45f-5f46-8f39-e18bd7dff4f1,S004-Q019,14,6,8,0.7453212141990662,0.7812882661819458,0.03596705198287964,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,433,False,324,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q028,f642437d-2d3c-5b95-a7f6-29f2e68c0a13,S004-Q022,8,4,4,0.7841389775276184,0.7411869764328003,-0.042952001094818115,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,337,False,250,False,True,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q033,73b2fb55-c036-52ca-842e-cc784d317c61,S004-Q023,5,16,-11,0.6531623601913452,0.7141011357307434,0.06093877553939819,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,375,False,272,False,False,True
BGE-M3 1024 vs BGE-small 512,S004,S004-Q033,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,19,8,11,0.60422682762146,0.7328813672065735,0.12865453958511353,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,374,False,282,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q035,dad4c589-bd44-5d61-917f-9435b971db4d,S004-Q029,3,5,-2,0.5494986772537231,0.6492872834205627,0.0997886061668396,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,374,False,282,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q039,c022f180-c519-52a7-9c70-3f15928609b5,S004-Q027,4,23,-19,0.5578400492668152,0.6022965312004089,0.04445648193359375,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,537,True,399,False,False,True
BGE-M3 1024 vs BGE-small 512,S004,S004-Q039,594016a4-b321-5143-a8c6-3923fed20111,S004-Q032,21,13,8,0.489423006772995,0.6244894862174988,0.13506647944450378,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,424,False,310,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q042,c61777d3-f94f-5655-9b6b-9d6cdc28c303,S004-Q036,4,10,-6,0.5434472560882568,0.5554845929145813,0.012037336826324463,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,577,True,430,False,False,True
BGE-M3 1024 vs BGE-small 512,S004,S004-Q044,094486b7-1e86-5360-8005-66c6886152c2,S004-Q034,40,28,12,0.30329322814941406,0.4025819003582001,0.09928867220878601,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,507,False,382,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q044,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,28,2,26,0.3380138576030731,0.4720795750617981,0.13406571745872498,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,410,False,304,False,True,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q049,08c5243c-c754-5bb1-b020-dfbf21f542d7,S004-Q043,22,21,1,0.5372671484947205,0.648980975151062,0.11171382665634155,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,399,False,300,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q052,682aecdf-197a-5dc6-b88d-886b08ffb500,S004-Q040,36,23,13,0.5712360143661499,0.6543971300125122,0.0831611156463623,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,410,False,304,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q052,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,17,25,-8,0.6142544746398926,0.6502452492713928,0.035990774631500244,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,671,True,501,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q055,b229284b-6a2b-5cfb-a8c8-0ccc1bd72603,S004-Q045,25,30,-5,0.5234483480453491,0.6048812866210938,0.08143293857574463,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,671,True,501,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q055,90248870-b2cb-59d2-a707-79d09f366d8a,S004-Q051,33,43,-10,0.5125783085823059,0.5802451968193054,0.06766688823699951,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,474,False,358,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q056,adc1eeb8-b0f8-5877-88cf-abdd23798b3a,S004-Q050,3,20,-17,0.6123521327972412,0.6525918245315552,0.040239691734313965,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,599,True,448,False,False,True
BGE-M3 1024 vs BGE-small 512,S004,S004-Q063,2c5547ce-bd04-536c-8b2d-e09ae5633e53,S004-Q057,26,13,13,0.4568561911582947,0.5954423546791077,0.138586163520813,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,454,False,345,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q065,ca05266e-320c-5081-9d2d-f7c8689c58a9,S004-Q053,12,5,7,0.4582591652870178,0.5576174855232239,0.09935832023620605,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,531,True,396,False,True,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q065,28de896e-9356-58a4-a8c5-c3efe7770f57,S004-Q058,2,12,-10,0.47814619541168213,0.5248700976371765,0.046723902225494385,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,481,False,363,False,False,True
BGE-M3 1024 vs BGE-small 512,S004,S004-Q066,52990abe-a81c-5937-b506-8a88315cc3c0,S004-Q056,15,7,8,0.42474165558815,0.483438104391098,0.058696448802948,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,525,True,395,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q066,57ef23a9-5ba4-568c-9cc1-4c5e9a47ec7a,S004-Q062,22,17,5,0.41263967752456665,0.45776602625846863,0.04512634873390198,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,465,False,344,False,False,False
BGE-M3 1024 vs BGE-small 512,S004,S004-Q070,2e530daf-4b7a-5b20-9fe7-9c23daee4af6,S004-Q064,4,26,-22,0.5201765894889832,0.606772780418396,0.08659619092941284,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,479,False,361,False,False,True
BGE-M3 1024 vs BGE-small 512,S005,S005-Q007,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,2,3,-1,0.4894738793373108,0.5919211506843567,0.1024472713470459,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,483,False,362,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q011,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,7,6,1,0.4091431200504303,0.47640904784202576,0.06726592779159546,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,483,False,362,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q011,9c806b54-004f-57bf-8755-c4a0eebd929e,S005-Q007,2,3,-1,0.4483288526535034,0.507548987865448,0.05922013521194458,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,554,True,408,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q013,73dd18d4-5dac-5f27-ac96-83de10de4633,S005-Q001,9,8,1,0.4276643693447113,0.5138816833496094,0.08621731400489807,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,483,False,362,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q013,6e436632-8d73-58b8-a746-7cbc36ffe10f,S005-Q006,1,1,0,0.4773827791213989,0.568739652633667,0.09135687351226807,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,555,True,413,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q014,c64751d6-21c8-5c09-87da-48f940293661,S005-Q008,4,3,1,0.42706114053726196,0.48215410113334656,0.055092960596084595,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,530,True,392,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q021,5095d8f5-e975-5011-976e-e587c31560f2,S005-Q015,4,5,-1,0.5493555665016174,0.6222730875015259,0.07291752099990845,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,390,False,285,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q022,bcb24496-086a-528b-a09e-86bae79fa560,S005-Q012,11,6,5,0.5612436532974243,0.6439929604530334,0.08274930715560913,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,341,False,258,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q022,c16509f9-dd00-5e11-9acf-ecc8f08ad424,S005-Q018,14,16,-2,0.5384949445724487,0.6230855584144592,0.0845906138420105,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,466,False,342,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q026,87d6b0ff-8b24-5176-ba24-dbc110c6e1d5,S005-Q014,5,12,-7,0.6158711314201355,0.6088548302650452,-0.007016301155090332,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,393,False,290,False,False,True
BGE-M3 1024 vs BGE-small 512,S005,S005-Q026,daf8b285-37ac-5e07-a640-74fc9322fe21,S005-Q019,10,4,6,0.5733019709587097,0.6313573122024536,0.058055341243743896,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,455,False,336,False,True,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q028,102b7fa7-9564-5e73-98e7-41fde776fa99,S005-Q022,13,6,7,0.5440734028816223,0.6515340209007263,0.107460618019104,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,414,False,304,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q033,407824ab-fd2c-5a7b-ac60-4e9d2ed5311e,S005-Q023,1,1,0,0.6653862595558167,0.6659169793128967,0.0005307197570800781,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,557,True,409,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q033,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,2,7,-5,0.6522879004478455,0.6524832844734192,0.00019538402557373047,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,392,False,291,False,False,True
BGE-M3 1024 vs BGE-small 512,S005,S005-Q035,52954b6d-4823-5e0a-955d-8a3b24df0a30,S005-Q029,5,12,-7,0.6095507144927979,0.6684933304786682,0.05894261598587036,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,392,False,291,False,False,True
BGE-M3 1024 vs BGE-small 512,S005,S005-Q039,e0f6fcfc-3a3a-5dbe-8aa0-d690b2179326,S005-Q027,21,20,1,0.46689894795417786,0.5528868436813354,0.08598789572715759,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,406,False,304,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q039,a9136ff5-7fca-58fe-8907-08b361042647,S005-Q032,9,12,-3,0.5086044073104858,0.5709073543548584,0.06230294704437256,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,381,False,281,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q042,19b9c9f1-754d-5322-831d-a2b5bbc632f9,S005-Q036,18,4,14,0.5557105541229248,0.6197611093521118,0.06405055522918701,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,626,True,459,False,True,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q044,53a0c2bd-e2e0-5a10-8976-c6a159c1cd78,S005-Q034,16,30,-14,0.5743467211723328,0.5765619277954102,0.0022152066230773926,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,585,True,432,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q044,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,13,-12,0.650495707988739,0.6014175415039062,-0.049078166484832764,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,598,True,442,False,False,True
BGE-M3 1024 vs BGE-small 512,S005,S005-Q049,d0b649b9-d683-5ad9-a5a6-64c75b0bc996,S005-Q043,1,3,-2,0.6233232617378235,0.6441569924354553,0.020833730697631836,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,360,False,270,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q052,009ec1d2-83f6-5755-bd7a-e5a92eda1890,S005-Q040,1,7,-6,0.6313807368278503,0.6390215158462524,0.0076407790184021,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,598,True,442,False,False,True
BGE-M3 1024 vs BGE-small 512,S005,S005-Q052,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,26,17,9,0.5303848385810852,0.615831732749939,0.08544689416885376,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,628,True,464,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q055,c50cce28-4618-514d-bc83-20a57b6f5562,S005-Q045,24,34,-10,0.5050852298736572,0.4820449650287628,-0.02304026484489441,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,628,True,464,False,False,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q055,cc845b3c-bd6e-511e-8bf1-44f5e08cf54a,S005-Q051,7,2,5,0.5447832942008972,0.5698662996292114,0.02508300542831421,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,464,False,342,False,True,False
BGE-M3 1024 vs BGE-small 512,S005,S005-Q056,749bba84-be69-55e2-98a1-a9617e473fb0,S005-Q050,17,24,-7,0.5247721672058105,0.5960949659347534,0.07132279872894287,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=1024,604,True,443,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q007,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,3,3,0,0.428148090839386,0.5867940187454224,0.15864592790603638,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,425,False,316,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q011,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,4,6,-2,0.466714084148407,0.5853128433227539,0.11859875917434692,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,425,False,316,False,False,True
BGE-M3 2048 vs BGE-small 512,S001,S001-Q011,dc12b285-c21d-5cfe-84a2-d016fce5ffe6,S001-Q007,1,4,-3,0.5079617500305176,0.6065503358840942,0.09858858585357666,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,547,True,401,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q013,2631e802-75be-5089-9418-baece6a717cf,S001-Q001,6,9,-3,0.5258427858352661,0.6467055678367615,0.12086278200149536,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,425,False,316,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q013,9b4b60a1-f0f9-5368-b4ce-b441752321bb,S001-Q006,5,4,1,0.5786083340644836,0.6664960980415344,0.08788776397705078,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,558,True,406,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q014,f99dbe58-f286-568d-b1fe-f1ebe59c0e0a,S001-Q008,3,2,1,0.6154555082321167,0.6770979166030884,0.06164240837097168,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,587,True,428,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q021,f1228bac-12d1-520f-9787-52a8cdcd49db,S001-Q015,7,12,-5,0.6190251111984253,0.6458772420883179,0.026852130889892578,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,575,True,425,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q022,34fa3574-894f-575c-b9b0-0a183473746e,S001-Q012,13,10,3,0.5578075647354126,0.6709951758384705,0.11318761110305786,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,557,True,411,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q022,55e7e466-3b1c-5014-85fc-2a14618ce254,S001-Q018,11,13,-2,0.5649251937866211,0.6568208932876587,0.0918956995010376,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,550,True,404,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q026,289ba3d6-8b24-5c77-8df9-7af211ee1007,S001-Q014,3,5,-2,0.6154380440711975,0.6846210360527039,0.06918299198150635,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,598,True,439,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q026,88e975b7-0f5a-5f5c-98ce-e461dcab93b8,S001-Q019,12,9,3,0.544538140296936,0.6645084023475647,0.11997026205062866,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,591,True,439,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q028,44777fdf-abd5-5570-b0aa-8e3f1cb44000,S001-Q022,3,5,-2,0.4967461824417114,0.5579071640968323,0.06116098165512085,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,588,True,433,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q033,d5c03971-3795-5256-a75f-b3921d61a92d,S001-Q023,2,4,-2,0.5816625952720642,0.577375590801239,-0.004287004470825195,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,586,True,429,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q033,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,24,18,6,0.4725983738899231,0.5544382333755493,0.08183985948562622,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,593,True,435,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q035,b4497adc-7393-57c0-8917-ce3372fbd151,S001-Q029,23,22,1,0.39940428733825684,0.5790352821350098,0.17963099479675293,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,593,True,435,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q039,31eb0f30-7b80-5d07-8ba6-bc6a6a24cb62,S001-Q027,1,3,-2,0.520713210105896,0.568207323551178,0.04749411344528198,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,598,True,433,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q039,c107828c-a741-55f6-8e0c-446cfbdba215,S001-Q032,13,5,8,0.4627559781074524,0.5584201216697693,0.0956641435623169,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,481,False,355,False,True,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q042,0ec56d0d-4e11-511a-9b98-5f6bddfc2dcc,S001-Q036,7,6,1,0.516326904296875,0.5641685724258423,0.047841668128967285,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,401,False,303,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q044,32b5d492-2df9-5ed9-ac46-caca5c87097c,S001-Q034,4,14,-10,0.41738826036453247,0.432625949382782,0.015237689018249512,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,476,False,343,False,False,True
BGE-M3 2048 vs BGE-small 512,S001,S001-Q044,4054aab2-0aa7-5019-b341-077265511add,S001-Q040,6,16,-10,0.41101235151290894,0.4285363554954529,0.017524003982543945,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,584,True,432,False,False,False
BGE-M3 2048 vs BGE-small 512,S001,S001-Q049,de592e81-e050-536b-8909-32866c85f6c2,S001-Q043,11,5,6,0.6024776697158813,0.6595572233200073,0.05707955360412598,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,481,False,353,False,True,False
BGE-M3 2048 vs BGE-small 512,S002,S002-Q007,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,3,3,0,0.37535619735717773,0.5378185510635376,0.16246235370635986,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,413,False,309,False,False,False
BGE-M3 2048 vs BGE-small 512,S002,S002-Q011,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,7,7,0,0.35073208808898926,0.422049880027771,0.07131779193878174,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,413,False,309,False,False,False
BGE-M3 2048 vs BGE-small 512,S002,S002-Q011,03c3981b-3b09-56ca-a545-043c8ff0d240,S002-Q007,5,3,2,0.3698793947696686,0.46529245376586914,0.09541305899620056,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,477,False,358,False,False,False
BGE-M3 2048 vs BGE-small 512,S002,S002-Q013,f70d87dd-c4b9-59de-a761-869308b1818b,S002-Q001,9,8,1,0.3458166718482971,0.44430088996887207,0.09848421812057495,BAAI/bge-small-zh-v1.5，max_length=512（当前基线）,BAAI/bge-m3，max_length=2048,413,False,309,False,False,False
